name,style_name,abv,att_0,att_1,att_10,att_11,att_12,att_13,att_14,att_15,att_16,att_17,att_18,att_19,att_2,att_3,att_4,att_5,att_6,att_7,att_8,att_9
Bud Light Platinum,American Light Lager,6.0,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Budweiser Select,American Light Lager,4.3,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Busch Light,American Light Lager,4.1,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
High Life Light,American Light Lager,4.5,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Miller Chill,American Light Lager,4.1,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Miller Genuine Draft,American Light Lager,4.66,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Miller High Life,American Light Lager,5.0,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Miller Lite,American Light Lager,4.2,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Miller64,American Light Lager,2.8,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Natty Daddy,American Light Lager,8.0,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Bud Ice,American Premium Lager,5.5,lager,ice,smooth,ireland,selling,apricot,pilsner,introduced,san,best,golden,point,miller,irish,hop,bud,taste,hoppy,mountains,flavoured
Bud Ice Light,American Premium Lager,4.1,lager,ice,smooth,ireland,selling,apricot,pilsner,introduced,san,best,golden,point,miller,irish,hop,bud,taste,hoppy,mountains,flavoured
Electric Ray - Beer Camp Across America,American Premium Lager,8.5,lager,ice,smooth,ireland,selling,apricot,pilsner,introduced,san,best,golden,point,miller,irish,hop,bud,taste,hoppy,mountains,flavoured
Green Valley Wild Hop Lager,American Premium Lager,5.0,lager,ice,smooth,ireland,selling,apricot,pilsner,introduced,san,best,golden,point,miller,irish,hop,bud,taste,hoppy,mountains,flavoured
Harp Lager,American Premium Lager,5.0,lager,ice,smooth,ireland,selling,apricot,pilsner,introduced,san,best,golden,point,miller,irish,hop,bud,taste,hoppy,mountains,flavoured
Harp Premium Imported Lager,American Premium Lager,4.5,lager,ice,smooth,ireland,selling,apricot,pilsner,introduced,san,best,golden,point,miller,irish,hop,bud,taste,hoppy,mountains,flavoured
Hop House Lager,American Premium Lager,5.0,lager,ice,smooth,ireland,selling,apricot,pilsner,introduced,san,best,golden,point,miller,irish,hop,bud,taste,hoppy,mountains,flavoured
Liger Lager,American Premium Lager,6.9,lager,ice,smooth,ireland,selling,apricot,pilsner,introduced,san,best,golden,point,miller,irish,hop,bud,taste,hoppy,mountains,flavoured
Miller Fortune,American Premium Lager,6.9,lager,ice,smooth,ireland,selling,apricot,pilsner,introduced,san,best,golden,point,miller,irish,hop,bud,taste,hoppy,mountains,flavoured
Bud Light Lime Mang-O-Rita,Flavored Malt Beverage,8.0,rita,bud,mango,served,without,tart,delicious,combines,best,taste,perfect,two,lime,light,love,melon,peach,ice,say,water
Peach-a-Rita,Flavored Malt Beverage,8.0,rita,bud,mango,served,without,tart,delicious,combines,best,taste,perfect,two,lime,light,love,melon,peach,ice,say,water
Water-melon-Rita,Flavored Malt Beverage,8.0,rita,bud,mango,served,without,tart,delicious,combines,best,taste,perfect,two,lime,light,love,melon,peach,ice,say,water
Budweiser Copper Lager,American Amber Lager,6.2,doul,taste,made,flavorful,sweet,caramel,rich,toasted,aged,smooth,beers,full,lager,alcohol,removed,finish,slightly,amber,point,low
Budweiser Freedom Reserve,American Amber Lager,5.4,doul,taste,made,flavorful,sweet,caramel,rich,toasted,aged,smooth,beers,full,lager,alcohol,removed,finish,slightly,amber,point,low
Fumble Brewski,American Amber Lager,4.5,doul,taste,made,flavorful,sweet,caramel,rich,toasted,aged,smooth,beers,full,lager,alcohol,removed,finish,slightly,amber,point,low
O'Doul's Amber,American Amber Lager,0.5,doul,taste,made,flavorful,sweet,caramel,rich,toasted,aged,smooth,beers,full,lager,alcohol,removed,finish,slightly,amber,point,low
Oktober-Fiesta,American Amber Lager,5.5,doul,taste,made,flavorful,sweet,caramel,rich,toasted,aged,smooth,beers,full,lager,alcohol,removed,finish,slightly,amber,point,low
Pomona Queen,American Amber Lager,4.8,doul,taste,made,flavorful,sweet,caramel,rich,toasted,aged,smooth,beers,full,lager,alcohol,removed,finish,slightly,amber,point,low
Budweiser Prohibition Brew,Non-Alcoholic,0.5,doul,non,slightly,full,prohibition,standards,finish,done,temperature,gentle,sweet,rich,alcohol,budweiser,removed,expect,amber,taste,low,come
O'Doul's,Non-Alcoholic,0.5,doul,non,slightly,full,prohibition,standards,finish,done,temperature,gentle,sweet,rich,alcohol,budweiser,removed,expect,amber,taste,low,come
Buffalo Trace Aged Scotch Ale,Scotch Ale,11.1,scotch,chub,strong,grains,cheers,hearty,rich,malts,porter,colored,add,chocolate,smoked,old,gude,nitro,bourbon,aged,maple,soul
Davey Murray's Best Scotch Ale,Scotch Ale,9.5,scotch,chub,strong,grains,cheers,hearty,rich,malts,porter,colored,add,chocolate,smoked,old,gude,nitro,bourbon,aged,maple,soul
Maple Scotch-Style Ale,Scotch Ale,7.3,scotch,chub,strong,grains,cheers,hearty,rich,malts,porter,colored,add,chocolate,smoked,old,gude,nitro,bourbon,aged,maple,soul
Old Chub,Scotch Ale,8.0,scotch,chub,strong,grains,cheers,hearty,rich,malts,porter,colored,add,chocolate,smoked,old,gude,nitro,bourbon,aged,maple,soul
Old Chub Nitro,Scotch Ale,8.0,scotch,chub,strong,grains,cheers,hearty,rich,malts,porter,colored,add,chocolate,smoked,old,gude,nitro,bourbon,aged,maple,soul
Trip In The Woods,Scotch Ale,9.6,scotch,chub,strong,grains,cheers,hearty,rich,malts,porter,colored,add,chocolate,smoked,old,gude,nitro,bourbon,aged,maple,soul
Trip in the Woods: Maple Scotch,Scotch Ale,9.8,scotch,chub,strong,grains,cheers,hearty,rich,malts,porter,colored,add,chocolate,smoked,old,gude,nitro,bourbon,aged,maple,soul
Winter Ale,Scotch Ale,6.1,scotch,chub,strong,grains,cheers,hearty,rich,malts,porter,colored,add,chocolate,smoked,old,gude,nitro,bourbon,aged,maple,soul
CANfusion - Beer Camp Across America,Rye Ale,7.2,rye,fit,way,ipa,cans,finish,tangy,part,uncommon,follow,fusion,mutual,canned,craft,hop,oskar,blues,spice,aroma,dry
Guinness Rye Pale Ale,Rye Ale,5.0,rye,fit,way,ipa,cans,finish,tangy,part,uncommon,follow,fusion,mutual,canned,craft,hop,oskar,blues,spice,aroma,dry
LowRYEder IPA,Rye Ale,6.2,rye,fit,way,ipa,cans,finish,tangy,part,uncommon,follow,fusion,mutual,canned,craft,hop,oskar,blues,spice,aroma,dry
River Ryed Rye IPA,Rye Ale,6.0,rye,fit,way,ipa,cans,finish,tangy,part,uncommon,follow,fusion,mutual,canned,craft,hop,oskar,blues,spice,aroma,dry
Rompo Red Rye Ale,Rye Ale,5.6,rye,fit,way,ipa,cans,finish,tangy,part,uncommon,follow,fusion,mutual,canned,craft,hop,oskar,blues,spice,aroma,dry
Ryde Beer,Rye Ale,5.0,rye,fit,way,ipa,cans,finish,tangy,part,uncommon,follow,fusion,mutual,canned,craft,hop,oskar,blues,spice,aroma,dry
Cabin Fever,American Brown,6.5,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Family Values,American Brown,8.5,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Fusion 17,American Brown,5.5,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Georgia Brown,American Brown,5.8,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Hash Brown,American Brown,6.2,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Mighty Brown,American Brown,7.5,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Mountain Series: Salted Caramel Brown,American Brown,6.5,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Nut Brown Ale,American Brown,5.2,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
One Nut,American Brown,6.1,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Ovila Abbey Brown Ale (With Mandarins and Cocoa),American Brown,7.0,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Tumbler,American Brown,5.5,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Wilco Tango Foxtrot,American Brown,7.8,brown,days,higher,slide,mix,leaves,cocoa,wheat,ever,dry,day,also,chocolate,ish,rich,fact,smooth,hop,st,designed
Cambium,Wild Beer,5.8,sour,brettanomyces,cherries,casks,french,pleasant,freshly,originally,derived,release,raspberries,yeast,lactobacillus,brett,oak,aged,slight,bitter,due,soured
Cuvée Jeune Homme,Wild Beer,6.5,sour,brettanomyces,cherries,casks,french,pleasant,freshly,originally,derived,release,raspberries,yeast,lactobacillus,brett,oak,aged,slight,bitter,due,soured
Funkytown,Wild Beer,6.0,sour,brettanomyces,cherries,casks,french,pleasant,freshly,originally,derived,release,raspberries,yeast,lactobacillus,brett,oak,aged,slight,bitter,due,soured
Mischievous,Wild Beer,5.5,sour,brettanomyces,cherries,casks,french,pleasant,freshly,originally,derived,release,raspberries,yeast,lactobacillus,brett,oak,aged,slight,bitter,due,soured
The Pit & The Pendulum,Wild Beer,8.3,sour,brettanomyces,cherries,casks,french,pleasant,freshly,originally,derived,release,raspberries,yeast,lactobacillus,brett,oak,aged,slight,bitter,due,soured
Through the Brambles,Wild Beer,6.3,sour,brettanomyces,cherries,casks,french,pleasant,freshly,originally,derived,release,raspberries,yeast,lactobacillus,brett,oak,aged,slight,bitter,due,soured
Casper The Friendly Gose,Leipzig Gose,5.0,gose,apple,sea,blended,lemon,house,go,nearly,bring,pilsner,grown,give,sour,soured,plum,side,pronounced,coriander,lightly,kettle
Plum Gose,Leipzig Gose,4.5,gose,apple,sea,blended,lemon,house,go,nearly,bring,pilsner,grown,give,sour,soured,plum,side,pronounced,coriander,lightly,kettle
Sour Inc: Apple Rhubarb,Leipzig Gose,4.5,gose,apple,sea,blended,lemon,house,go,nearly,bring,pilsner,grown,give,sour,soured,plum,side,pronounced,coriander,lightly,kettle
Dank Tank BSP Quad,Belgian Quad,11.0,quad,abbey,grown,fruity,dark,grounds,pale,complex,harvested,heady,morning,front,collaboration,monks,hope,belgian,could,sure,drink,enjoy
Ovila Abbey Quad with Plums,Belgian Quad,10.2,quad,abbey,grown,fruity,dark,grounds,pale,complex,harvested,heady,morning,front,collaboration,monks,hope,belgian,could,sure,drink,enjoy
Trip in the Woods Madeira Quad,Belgian Quad,10.5,quad,abbey,grown,fruity,dark,grounds,pale,complex,harvested,heady,morning,front,collaboration,monks,hope,belgian,could,sure,drink,enjoy
Dank Tank The Price is Wrong,Belgian Dark Strong,9.0,danko,boob,belgian,months,high,winter,stage,city,chill,infamous,starts,belgium,el,barker,big,ball,later,ester,behind,night
Silent Night,Belgian Dark Strong,11.0,danko,boob,belgian,months,high,winter,stage,city,chill,infamous,starts,belgium,el,barker,big,ball,later,ester,behind,night
Dragon's Milk Reserve: Raspberry Lemon,BBL Aged Dark,11.0,raspberries,dragon,tones,three,michigan,depth,months,lemon,roasty,local,blend,special,bourbon,milk,added,barrels,stages,final,aging,reserve
Dragon’s Milk Reserve with Raspberries,BBL Aged Dark,11.0,raspberries,dragon,tones,three,michigan,depth,months,lemon,roasty,local,blend,special,bourbon,milk,added,barrels,stages,final,aging,reserve
Dry Irish Stout,American Stout,4.8,stout,roasted,taste,dark,pure,roasty,yet,extra,like,malts,brew,nevada,coffee,beans,guinness,barley,delicious,black,pumpkin,plenty
Guinness 250th Anniversary Stout,American Stout,5.0,stout,roasted,taste,dark,pure,roasty,yet,extra,like,malts,brew,nevada,coffee,beans,guinness,barley,delicious,black,pumpkin,plenty
Guinness Extra Stout,American Stout,5.0,stout,roasted,taste,dark,pure,roasty,yet,extra,like,malts,brew,nevada,coffee,beans,guinness,barley,delicious,black,pumpkin,plenty
Imperial Stout,American Stout,9.9,stout,roasted,taste,dark,pure,roasty,yet,extra,like,malts,brew,nevada,coffee,beans,guinness,barley,delicious,black,pumpkin,plenty
Pumpkin Spice Latte : Nitro Series,American Stout,5.5,stout,roasted,taste,dark,pure,roasty,yet,extra,like,malts,brew,nevada,coffee,beans,guinness,barley,delicious,black,pumpkin,plenty
Satellite Stout,American Stout,5.5,stout,roasted,taste,dark,pure,roasty,yet,extra,like,malts,brew,nevada,coffee,beans,guinness,barley,delicious,black,pumpkin,plenty
Snowman Stout,American Stout,5.2,stout,roasted,taste,dark,pure,roasty,yet,extra,like,malts,brew,nevada,coffee,beans,guinness,barley,delicious,black,pumpkin,plenty
Stout,American Stout,5.8,stout,roasted,taste,dark,pure,roasty,yet,extra,like,malts,brew,nevada,coffee,beans,guinness,barley,delicious,black,pumpkin,plenty
Dubbel,Belgian Dubbel,7.4,bourbon,sugar,level,lends,goldings,add,east,esters,mellow,abbey,vanilla,bright,wine,complexity,blend,barrels,dark,already,dubbel,candi
Ovila Abbey Aged Dubbel,Belgian Dubbel,8.5,bourbon,sugar,level,lends,goldings,add,east,esters,mellow,abbey,vanilla,bright,wine,complexity,blend,barrels,dark,already,dubbel,candi
Dude of York,Bitter,4.5,glarus,english,see,silver,state,water,winner,showcases,chico,outside,festival,cross,new,esb,selling,complex,imported,simple,mind,must
SweetWater Motor Boat,Bitter,5.6,glarus,english,see,silver,state,water,winner,showcases,chico,outside,festival,cross,new,esb,selling,complex,imported,simple,mind,must
There and Back - Beer Camp Across America,Bitter,5.6,glarus,english,see,silver,state,water,winner,showcases,chico,outside,festival,cross,new,esb,selling,complex,imported,simple,mind,must
Extra Stout,Dry Irish Stout,5.3,stout,harvest,dark,barley,mouthful,canned,reward,creates,bittersweet,nitrogen,satisfying,man,irish,sip,guinness,pure,every,head,roasted,one
Guinness Draught,Dry Irish Stout,4.3,stout,harvest,dark,barley,mouthful,canned,reward,creates,bittersweet,nitrogen,satisfying,man,irish,sip,guinness,pure,every,head,roasted,one
Guinness Red Harvest Stout,Dry Irish Stout,4.1,stout,harvest,dark,barley,mouthful,canned,reward,creates,bittersweet,nitrogen,satisfying,man,irish,sip,guinness,pure,every,head,roasted,one
Nitro Irish Stout,Dry Irish Stout,4.8,stout,harvest,dark,barley,mouthful,canned,reward,creates,bittersweet,nitrogen,satisfying,man,irish,sip,guinness,pure,every,head,roasted,one
Foreign Extra Stout (Ghana),British Imperial Stout,7.5,bourbon,stout,varieties,mix,additions,milk,seven,blended,local,barrel,profile,give,imperial,aged,spiced,roast,dragon,higher,contains,de
Smaug's Breath,British Imperial Stout,11.0,bourbon,stout,varieties,mix,additions,milk,seven,blended,local,barrel,profile,give,imperial,aged,spiced,roast,dragon,higher,contains,de
The Dogfather Imperial Stout - Bourbon Barrel,British Imperial Stout,10.85,bourbon,stout,varieties,mix,additions,milk,seven,blended,local,barrel,profile,give,imperial,aged,spiced,roast,dragon,higher,contains,de
Full Circle,Kölsch,4.9,kölsch,around,light,heritage,nod,quenching,rounded,share,drinkability,contains,thirst,european,beers,crisp,classic,character,full,familiar,american,finish
Kolsch,Kölsch,5.0,kölsch,around,light,heritage,nod,quenching,rounded,share,drinkability,contains,thirst,european,beers,crisp,classic,character,full,familiar,american,finish
G'Knight Imperial Red IPA,Strong Ale,8.7,knight,tribute,pairs,sticky,behind,middle,outside,flavored,fire,hefty,ibus,need,one,full,com,follow,king,lyons,greatest,british
Kings Dish,Strong Ale,6.8,knight,tribute,pairs,sticky,behind,middle,outside,flavored,fire,hefty,ibus,need,one,full,com,follow,king,lyons,greatest,british
Gingerbread Old Chub,Scottish Heavy,8.0,mountains,brewers,plenty,man,locally,started,hope,spices,super,green,call,since,carolina,north,made,brewing,craft,chub,led,john
Tater Ridge - Beer Camp Across America,Scottish Heavy,7.0,mountains,brewers,plenty,man,locally,started,hope,spices,super,green,call,since,carolina,north,made,brewing,craft,chub,led,john
Hoppy Seconds,American/Belgian Pale,8.4,belgian,warmer,bill,true,fermented,slightly,used,fruity,first,row,abv,wheat,temperature,complimented,creation,yeast,amount,produce,esters,saaz
Huckleberry Cream Ale,Cream Ale,5.5,cream,nitro,play,brewmaster,got,texture,breckenridge,boil,inspiration,styles,last,orange,nitrogen,irish,though,com,history,berry,infused,pour
Kilkenny Irish Cream Ale,Cream Ale,4.3,cream,nitro,play,brewmaster,got,texture,breckenridge,boil,inspiration,styles,last,orange,nitrogen,irish,though,com,history,berry,infused,pour
Nitro Orange Cream Ale,Cream Ale,5.5,cream,nitro,play,brewmaster,got,texture,breckenridge,boil,inspiration,styles,last,orange,nitrogen,irish,though,com,history,berry,infused,pour
Ichabod Pumpkin Ale,Pumpkin Beer,5.2,pumpkin,nutmeg,ginger,complement,malted,amount,many,generous,blended,sugar,real,vanilla,cinnamon,barley,patch,candi,pairs,try,creating,northwest
Imperial Pumpkin,Pumpkin Beer,8.0,pumpkin,nutmeg,ginger,complement,malted,amount,many,generous,blended,sugar,real,vanilla,cinnamon,barley,patch,candi,pairs,try,creating,northwest
Incorrigible Reserve,BBL Aged Sour,4.5,cherries,months,took,infamous,ten,threw,cherry,indeed,liquid,giving,feel,lbs,oak,tart,sour,aged,stout,barrel,imperial,fidy
Sour Cherry Ten FIDY,BBL Aged Sour,10.0,cherries,months,took,infamous,ten,threw,cherry,indeed,liquid,giving,feel,lbs,oak,tart,sour,aged,stout,barrel,imperial,fidy
The Pit & The Pendulum with Cherries,BBL Aged Sour,6.1,cherries,months,took,infamous,ten,threw,cherry,indeed,liquid,giving,feel,lbs,oak,tart,sour,aged,stout,barrel,imperial,fidy
WTFarmhouse,BBL Aged Sour,8.41,cherries,months,took,infamous,ten,threw,cherry,indeed,liquid,giving,feel,lbs,oak,tart,sour,aged,stout,barrel,imperial,fidy
Johnny Appleseed,Common Cider,5.5,johnny,appleseed,bite,let,bit,apple,drink,legendary,created,glass,life,friends,cider,hard,adventures,inspired,grab,new,enjoyed,refreshingly
Maillard's Odyssey - Beer Camp Across America,American/Belgian Dark,8.5,bell,john,name,roasty,true,top,craft,way,roasted,dark,american,like,styles,stouts,concept,creates,done,lot,many,toffee
Oatmeal Stout,Oatmeal Stout,5.0,oats,roasty,body,smooth,espresso,mocha,finish,midnight,heady,oat,mouth,rich,round,black,semi,roasted,chocolate,flaked,big,stout
Oatmeal Stout - Beer Camp #45,Oatmeal Stout,9.0,oats,roasty,body,smooth,espresso,mocha,finish,midnight,heady,oat,mouth,rich,round,black,semi,roasted,chocolate,flaked,big,stout
Oatmeal Stout ,Oatmeal Stout,5.5,oats,roasty,body,smooth,espresso,mocha,finish,midnight,heady,oat,mouth,rich,round,black,semi,roasted,chocolate,flaked,big,stout
The Poet,Oatmeal Stout,5.2,oats,roasty,body,smooth,espresso,mocha,finish,midnight,heady,oat,mouth,rich,round,black,semi,roasted,chocolate,flaked,big,stout
Oktoberfest,American Oktoberfest,6.0,riegele,craft,beers,master,idaho,later,dr,founder,lineup,along,oktoberfest,drinkability,ken,awards,grossman,german,sierra,nevada,brewer,year
Oktoberfest Marzen Lager,American Oktoberfest,5.4,riegele,craft,beers,master,idaho,later,dr,founder,lineup,along,oktoberfest,drinkability,ken,awards,grossman,german,sierra,nevada,brewer,year
TuberFest,American Oktoberfest,7.5,riegele,craft,beers,master,idaho,later,dr,founder,lineup,along,oktoberfest,drinkability,ken,awards,grossman,german,sierra,nevada,brewer,year
Otra Vez,Contemporary Gose,4.5,agave,lime,founder,grossman,heat,another,blue,even,heavy,ultimate,think,right,gose,tequila,ken,nectar,wanted,calling,tangy,combined
Otra Vez Gose With Lime & Agave,Contemporary Gose,4.9,agave,lime,founder,grossman,heat,another,blue,even,heavy,ultimate,think,right,gose,tequila,ken,nectar,wanted,calling,tangy,combined
Trip In the Woods: Tequila-Barrel-Aged Otra Vez,Contemporary Gose,7.5,agave,lime,founder,grossman,heat,another,blue,even,heavy,ultimate,think,right,gose,tequila,ken,nectar,wanted,calling,tangy,combined
Pacific Daylight,Session,3.9,taste,refreshing,life,california,day,bright,time,easy,drinking,lager,crisp,perfect,adventures,matter,common,keep,many,citra,ingredients,using
Xtra Time,Session,4.4,taste,refreshing,life,california,day,bright,time,easy,drinking,lager,crisp,perfect,adventures,matter,common,keep,many,citra,ingredients,using
Puff The Magic Cyser,Cyser,8.5,holland,barrel,milk,months,company,stout,round,fermented,profile,make,hint,barrels,honey,aged,cider,dragon,richness,new,michigan,depth
Redbridge,Gluten-Free Beer,4.0,redbridge,free,need,drink,without,enjoy,make,hopped,taste,lager,great,well,made,wheat,barley,due,moderately,follow,tasting,stand
Runway IPA,International Pale,6.2,bitterness,though,alcohol,tropical,crystal,true,gives,hopping,give,ipa,row,fruit,mouth,thing,boil,additions,low,end,four,generous
Sweetwater Dank Tank Big Ol' Belgian Blue Balls,Belgian Fruit,9.0,man,belgian,help,concoction,giving,leave,left,hefty,organic,honor,slight,ever,patch,old,blue,blueberries,blueberry,due,beautiful,set
The Mutilator,Doppelbock,7.0,chocolate,lets,fermentation,clean,german,hopped,balance,lager,abv,caramel,malts,rich,shine,lightly,czech,saaz,enough,good,crystal,munich
Wild Blue Blueberry Lager,Fruit Lambic,8.0,also,bavaria,infused,valley,pacific,stand,specialty,combination,willamette,recipe,wild,blend,region,lovers,aroma,blue,blueberry,six,northwest,hallertau
